exp_id,household_id,food_expense,education_expense,health_expense,transport_expense
EXP048375,HH048375,3176,4457,3276,6662
EXP048376,HH048376,4726,7198,2160,5028
EXP048377,HH048377,8867,7212,1532,3848
EXP048378,HH048378,2021,2861,3261,3108
EXP048379,HH048379,14798,5026,1331,3286
EXP048380,HH048380,8812,4140,4191,5753
EXP048381,HH048381,10977,4652,1014,6831
EXP048382,HH048382,5620,360,2115,1226
EXP048383,HH048383,10086,4799,2733,4407
EXP048384,HH048384,7708,6550,505,4500
EXP048385,HH048385,4952,5598,2936,5558
EXP048386,HH048386,7307,4756,4102,6816
EXP048387,HH048387,5484,2726,779,2718
EXP048388,HH048388,13363,931,3975,2345
EXP048389,HH048389,4250,7295,770,2858
EXP048390,HH048390,2661,5622,3077,5651
EXP048391,HH048391,10998,1058,2618,6598
EXP048392,HH048392,11885,5338,4523,4526
EXP048393,HH048393,4171,4585,4646,1845
EXP048394,HH048394,12231,6118,4399,2822
EXP048395,HH048395,2982,4368,1362,5138
EXP048396,HH048396,4048,6640,2305,6533
EXP048397,HH048397,8082,7439,3361,4933
EXP048398,HH048398,9798,3556,1215,5204
EXP048399,HH048399,11539,1394,3623,6154
EXP048400,HH048400,8507,6186,2018,2145
EXP048401,HH048401,3394,6044,674,4169
EXP048402,HH048402,8711,1822,960,3870
EXP048403,HH048403,3044,7073,1079,2105
EXP048404,HH048404,6984,7804,3436,5883
EXP048405,HH048405,9291,6996,2197,6954
EXP048406,HH048406,3015,5297,3768,3951
EXP048407,HH048407,8409,7818,1792,502
EXP048408,HH048408,4040,2626,2305,2464
EXP048409,HH048409,4131,4719,2957,2999
EXP048410,HH048410,10723,5552,4622,1964
EXP048411,HH048411,11771,608,2651,6449
EXP048412,HH048412,13614,1618,4095,6991
EXP048413,HH048413,2635,2705,62,5435
EXP048414,HH048414,8493,3101,3212,2528
EXP048415,HH048415,7029,2839,424,2741
EXP048416,HH048416,10592,2582,2143,3012
EXP048417,HH048417,3983,7726,2587,4997
EXP048418,HH048418,12001,7203,4079,5567
EXP048419,HH048419,12991,962,3127,1801
EXP048420,HH048420,3202,1630,4027,1618
EXP048421,HH048421,13427,645,1327,4839
EXP048422,HH048422,5975,2622,456,4214
EXP048423,HH048423,5288,5989,3289,3110
EXP048424,HH048424,6555,4016,1338,1385
EXP048425,HH048425,10070,7390,476,3145
EXP048426,HH048426,14566,281,2438,1769
EXP048427,HH048427,3324,2471,898,2175
EXP048428,HH048428,11298,3847,3863,3396
EXP048429,HH048429,12505,7891,1446,3408
EXP048430,HH048430,13898,3582,4040,3474
EXP048431,HH048431,6468,3024,2204,1372
EXP048432,HH048432,4503,372,233,5424
EXP048433,HH048433,13059,5031,2066,1637
EXP048434,HH048434,9864,7601,2803,1644
EXP048435,HH048435,8495,5241,4813,6317
EXP048436,HH048436,11883,5672,4210,5897
EXP048437,HH048437,14280,2108,3510,5940
EXP048438,HH048438,13403,6552,619,4682
EXP048439,HH048439,6252,2110,2273,1646
EXP048440,HH048440,8381,7160,940,4516
EXP048441,HH048441,10313,6178,115,1907
EXP048442,HH048442,8200,178,1012,4385
EXP048443,HH048443,5209,7637,1456,1663
EXP048444,HH048444,3605,1104,3221,4032
EXP048445,HH048445,9750,36,27,4046
EXP048446,HH048446,4509,3492,249,6316
EXP048447,HH048447,10812,5682,1186,2701
EXP048448,HH048448,4779,4376,2202,2528
EXP048449,HH048449,14329,6905,3019,6077
EXP048450,HH048450,14862,3628,925,5798
EXP048451,HH048451,5762,3226,524,751
EXP048452,HH048452,13047,4668,1370,3419
EXP048453,HH048453,14393,1779,3793,4200
EXP048454,HH048454,5438,7110,616,1844
EXP048455,HH048455,3353,178,3919,2993
EXP048456,HH048456,11311,4632,1769,4861
EXP048457,HH048457,6510,2807,555,1293
EXP048458,HH048458,4051,1873,4340,5658
EXP048459,HH048459,6905,3999,670,1376
EXP048460,HH048460,11242,1372,672,5199
EXP048461,HH048461,5524,3058,1544,5768
EXP048462,HH048462,9612,334,1782,4702
EXP048463,HH048463,2869,6571,2172,3467
EXP048464,HH048464,11434,1023,35,699
EXP048465,HH048465,14198,5037,4188,6746
EXP048466,HH048466,6121,7287,3443,6021
EXP048467,HH048467,2657,5555,3168,1796
EXP048468,HH048468,12488,2101,3436,1153
EXP048469,HH048469,3355,1842,1102,3791
EXP048470,HH048470,4248,989,1563,3415
EXP048471,HH048471,6931,3144,3784,3948
EXP048472,HH048472,9292,5256,1837,6083
EXP048473,HH048473,12820,6771,1889,5895
EXP048474,HH048474,2379,402,2098,5109
EXP048475,HH048475,9158,1952,1512,3888
EXP048476,HH048476,5632,4571,3539,2206
EXP048477,HH048477,6694,2569,4877,2024
EXP048478,HH048478,9053,6468,3724,2979
EXP048479,HH048479,5354,2255,371,4436
EXP048480,HH048480,13412,2366,4913,4476
EXP048481,HH048481,14256,2946,3360,3876
EXP048482,HH048482,7347,1260,4867,3846
EXP048483,HH048483,5108,550,205,920
EXP048484,HH048484,5401,1177,975,1976
EXP048485,HH048485,13661,217,3170,1192
EXP048486,HH048486,9537,5190,3483,2198
EXP048487,HH048487,2260,3157,4266,1281
EXP048488,HH048488,4585,1282,517,4611
EXP048489,HH048489,2206,7090,618,3007
EXP048490,HH048490,14362,5913,807,4256
EXP048491,HH048491,2874,7062,4259,2454
EXP048492,HH048492,12406,6390,2211,3122
EXP048493,HH048493,3811,2890,1899,825
EXP048494,HH048494,11835,7722,3861,1143
EXP048495,HH048495,4542,1315,455,4161
EXP048496,HH048496,14335,317,337,2168
EXP048497,HH048497,5931,1036,3649,6961
EXP048498,HH048498,13603,2511,1077,4431
EXP048499,HH048499,8406,4616,1840,2796
EXP048500,HH048500,8103,7609,3101,2403
EXP048501,HH048501,5713,5814,552,4965
EXP048502,HH048502,2099,666,2724,3620
EXP048503,HH048503,6708,3892,3625,2987
EXP048504,HH048504,8629,5171,2214,5902
EXP048505,HH048505,14758,2998,4138,4141
EXP048506,HH048506,14909,1587,1526,5699
EXP048507,HH048507,8237,3873,1647,4927
EXP048508,HH048508,3714,5701,300,5020
EXP048509,HH048509,5126,2595,3839,4029
EXP048510,HH048510,6946,4393,4221,5931
EXP048511,HH048511,2171,6321,3313,2396
EXP048512,HH048512,13279,6230,3266,5335
EXP048513,HH048513,14144,258,202,6881
EXP048514,HH048514,4732,2332,497,2400
EXP048515,HH048515,2244,7041,225,4183
EXP048516,HH048516,4500,6273,84,6410
EXP048517,HH048517,3118,3084,4632,4572
EXP048518,HH048518,7139,2189,2659,1962
EXP048519,HH048519,7219,2605,2336,3757
EXP048520,HH048520,13487,7778,2280,1075
EXP048521,HH048521,3760,3437,4140,5977
EXP048522,HH048522,3826,7510,3941,6961
EXP048523,HH048523,13895,3919,1062,3556
EXP048524,HH048524,14735,1363,3626,5409
EXP048525,HH048525,8539,6538,4206,3292
EXP048526,HH048526,3230,6832,130,1085
EXP048527,HH048527,8428,7108,13,4436
EXP048528,HH048528,6487,1796,3116,5128
EXP048529,HH048529,6346,6702,3808,5484
EXP048530,HH048530,3752,4420,657,2933
EXP048531,HH048531,10901,4223,170,5620
EXP048532,HH048532,12914,4003,1157,3327
EXP048533,HH048533,4614,565,410,4817
EXP048534,HH048534,5904,4356,1915,5158
EXP048535,HH048535,8081,1720,4197,1933
EXP048536,HH048536,12419,3105,2976,3085
EXP048537,HH048537,5974,6390,3049,3329
EXP048538,HH048538,2197,1337,199,2653
EXP048539,HH048539,9927,3191,3661,3332
EXP048540,HH048540,13667,3530,2718,4879
EXP048541,HH048541,2846,3529,4204,5297
EXP048542,HH048542,12481,5291,2715,4959
EXP048543,HH048543,5899,1472,321,1308
EXP048544,HH048544,12484,1985,3973,4899
EXP048545,HH048545,12631,2510,729,2614
EXP048546,HH048546,3399,1807,2906,890
EXP048547,HH048547,7750,96,3975,1348
EXP048548,HH048548,5921,6473,3533,1917
EXP048549,HH048549,14431,4288,1806,3004
EXP048550,HH048550,5023,2310,1966,4650
EXP048551,HH048551,2654,6989,380,3020
EXP048552,HH048552,14975,6840,613,2979
EXP048553,HH048553,5080,7956,709,6433
EXP048554,HH048554,9146,4077,2125,1615
EXP048555,HH048555,4292,7397,3463,5110
EXP048556,HH048556,11180,3128,570,2096
EXP048557,HH048557,12002,4879,834,4665
EXP048558,HH048558,6800,3053,905,3778
EXP048559,HH048559,12574,4648,347,6206
EXP048560,HH048560,8302,5206,2838,2486
EXP048561,HH048561,2748,1628,752,1319
EXP048562,HH048562,6737,2571,3496,5490
EXP048563,HH048563,7822,265,2009,3570
EXP048564,HH048564,8843,1853,2907,5383
EXP048565,HH048565,4557,7134,2256,3939
EXP048566,HH048566,11645,6290,3203,1085
EXP048567,HH048567,14684,6147,960,5792
EXP048568,HH048568,3724,7895,1178,6114
EXP048569,HH048569,8168,3847,1582,2512
EXP048570,HH048570,8858,5553,2641,4086
EXP048571,HH048571,9267,1148,661,1809
EXP048572,HH048572,5099,3750,3701,4760
EXP048573,HH048573,8743,4803,303,1502
EXP048574,HH048574,9804,924,4411,2431
EXP048575,HH048575,6267,155,4629,2386
EXP048576,HH048576,6294,595,2811,4917
EXP048577,HH048577,10465,6038,2668,4342
EXP048578,HH048578,11805,3033,4314,6772
EXP048579,HH048579,6123,5867,1532,607
EXP048580,HH048580,14488,5114,4117,3526
EXP048581,HH048581,11809,2363,2851,1609
EXP048582,HH048582,13162,7937,582,3056
EXP048583,HH048583,11112,7280,4068,4062
EXP048584,HH048584,3248,3125,455,4060
EXP048585,HH048585,6024,3281,1166,1259
EXP048586,HH048586,8364,5868,3662,6337
EXP048587,HH048587,10848,257,2429,5507
EXP048588,HH048588,10641,4938,264,6797
EXP048589,HH048589,2547,1731,2577,1538
EXP048590,HH048590,3291,770,711,6295
EXP048591,HH048591,11212,2526,1437,1626
EXP048592,HH048592,6750,7371,1075,5562
EXP048593,HH048593,9979,2150,3244,4231
EXP048594,HH048594,13699,4566,2474,1378
EXP048595,HH048595,11156,5534,561,2812
EXP048596,HH048596,3560,6114,900,5061
EXP048597,HH048597,14818,6657,1703,831
EXP048598,HH048598,11967,3947,4916,4160
EXP048599,HH048599,2695,2014,1679,5615
EXP048600,HH048600,4755,2932,3185,5888
EXP048601,HH048601,2718,3674,256,5395
EXP048602,HH048602,14858,1828,3681,4419
EXP048603,HH048603,11231,7575,964,5246
EXP048604,HH048604,13029,794,3750,3827
EXP048605,HH048605,8908,6708,2079,2897
EXP048606,HH048606,9175,7003,620,2619
EXP048607,HH048607,10841,3505,2623,1048
EXP048608,HH048608,4912,2724,4827,5761
EXP048609,HH048609,14273,4899,240,2252
EXP048610,HH048610,6329,6808,95,2596
EXP048611,HH048611,7226,6603,1091,6011
EXP048612,HH048612,8937,6225,3502,2392
EXP048613,HH048613,6540,6745,3580,3837
EXP048614,HH048614,9392,4486,220,6176
EXP048615,HH048615,5172,117,1903,2519
EXP048616,HH048616,12413,4130,3510,2824
EXP048617,HH048617,3221,1953,4289,4036
EXP048618,HH048618,7480,2890,4947,5115
EXP048619,HH048619,5363,5274,2418,4340
EXP048620,HH048620,6599,3582,1180,2655
EXP048621,HH048621,6217,1894,2476,4549
EXP048622,HH048622,2097,3698,1450,6294
EXP048623,HH048623,12634,5113,2426,6610
EXP048624,HH048624,10960,7988,2904,3474
EXP048625,HH048625,10325,860,603,6870
EXP048626,HH048626,2265,4678,1188,2751
EXP048627,HH048627,9150,2621,1590,3541
EXP048628,HH048628,9877,4745,3767,2524
EXP048629,HH048629,11007,5690,2435,3414
EXP048630,HH048630,6121,6180,1013,2174
EXP048631,HH048631,9886,362,783,5621
EXP048632,HH048632,13687,2557,1373,6134
EXP048633,HH048633,6736,611,2111,1390
EXP048634,HH048634,7899,4031,310,2894
EXP048635,HH048635,13949,7512,427,3770
EXP048636,HH048636,10294,6841,3857,1687
EXP048637,HH048637,11768,1679,1308,4652
EXP048638,HH048638,7571,6597,468,2165
EXP048639,HH048639,7985,6321,2421,573
EXP048640,HH048640,3550,4527,616,2919
EXP048641,HH048641,3440,3897,763,6184
EXP048642,HH048642,2952,7948,1195,1260
EXP048643,HH048643,12838,3403,4305,5328
EXP048644,HH048644,7000,6361,1755,6114
EXP048645,HH048645,10002,5183,707,5839
EXP048646,HH048646,3284,1836,1391,1868
EXP048647,HH048647,9316,3184,3290,3848
EXP048648,HH048648,14302,1697,4236,2273
EXP048649,HH048649,2397,7428,1577,4015
EXP048650,HH048650,13433,6709,4024,6797
EXP048651,HH048651,7469,5927,1476,2184
EXP048652,HH048652,12832,4393,4987,1201
EXP048653,HH048653,6139,6018,3876,1298
EXP048654,HH048654,13933,5409,4694,2759
EXP048655,HH048655,10161,1368,22,833
EXP048656,HH048656,4159,2316,4148,4302
EXP048657,HH048657,8111,6041,1296,6709
EXP048658,HH048658,10053,3268,3445,4092
EXP048659,HH048659,6087,2773,707,3468
EXP048660,HH048660,11469,5381,418,777
EXP048661,HH048661,2372,7774,2675,5786
EXP048662,HH048662,14717,5791,4330,2322
EXP048663,HH048663,3466,4046,3853,3333
EXP048664,HH048664,4114,958,4739,4674
EXP048665,HH048665,4924,5320,493,1561
EXP048666,HH048666,9402,940,3170,3050
EXP048667,HH048667,7708,870,4753,5610
EXP048668,HH048668,4420,7873,4767,5351
EXP048669,HH048669,5662,243,214,4887
EXP048670,HH048670,14743,3928,1514,4687
EXP048671,HH048671,8849,4065,1786,4202
EXP048672,HH048672,8273,96,1990,1059
EXP048673,HH048673,2595,6668,4888,2169
EXP048674,HH048674,8500,1872,561,5945
EXP048675,HH048675,7005,3237,3202,591
EXP048676,HH048676,8879,5752,2661,2680
EXP048677,HH048677,2535,5435,3058,698
EXP048678,HH048678,12831,7156,3351,5154
EXP048679,HH048679,10440,2419,3213,5651
EXP048680,HH048680,10225,3689,1618,4752
EXP048681,HH048681,6964,3616,554,5638
EXP048682,HH048682,3203,3817,3679,3790
EXP048683,HH048683,2904,3513,4563,2262
EXP048684,HH048684,9389,3094,136,2366
EXP048685,HH048685,4046,1804,3343,6467
EXP048686,HH048686,14545,5588,3093,6843
EXP048687,HH048687,3930,4425,2920,3460
EXP048688,HH048688,3875,3270,3597,549
EXP048689,HH048689,13016,7680,1413,4282
EXP048690,HH048690,6615,4920,2658,3123
EXP048691,HH048691,5338,1820,4709,1422
EXP048692,HH048692,3246,6088,2287,4703
EXP048693,HH048693,7203,2765,2399,2504
EXP048694,HH048694,11773,5843,4913,6296
EXP048695,HH048695,11457,7693,3289,6962
EXP048696,HH048696,14512,7069,3043,3409
EXP048697,HH048697,12017,7709,3887,5173
EXP048698,HH048698,14977,4239,1805,2328
EXP048699,HH048699,6275,2668,3608,6641
EXP048700,HH048700,9959,7153,1966,2655
EXP048701,HH048701,14187,5541,1884,612
EXP048702,HH048702,9716,3533,337,1966
EXP048703,HH048703,10139,7953,2846,1899
EXP048704,HH048704,11801,2828,1120,1322
EXP048705,HH048705,11700,2384,3891,2469
EXP048706,HH048706,2245,6743,1145,3450
EXP048707,HH048707,4593,116,1540,3299
EXP048708,HH048708,9792,192,1864,1869
EXP048709,HH048709,2527,3252,3094,2013
EXP048710,HH048710,3332,6920,2327,6001
EXP048711,HH048711,9510,6511,4728,6865
EXP048712,HH048712,9982,6308,3480,2804
EXP048713,HH048713,10232,7095,2234,1259
EXP048714,HH048714,3196,168,2828,4451
EXP048715,HH048715,6132,1893,4877,3500
EXP048716,HH048716,7484,3302,1153,2282
EXP048717,HH048717,4232,4596,1786,4965
EXP048718,HH048718,4798,245,4264,4004
EXP048719,HH048719,10120,3026,584,2975
EXP048720,HH048720,14386,1230,3165,1058
EXP048721,HH048721,13722,3250,270,6720
EXP048722,HH048722,7654,7597,635,6862
EXP048723,HH048723,4110,1705,3950,4233
EXP048724,HH048724,11070,3108,4490,2165
EXP048725,HH048725,6420,7966,4987,5113
EXP048726,HH048726,9075,738,1746,5933
EXP048727,HH048727,12690,2589,443,6921
EXP048728,HH048728,6214,7809,2987,5681
EXP048729,HH048729,7555,3617,1807,3718
EXP048730,HH048730,13165,3428,2891,1433
EXP048731,HH048731,12485,3975,988,3363
EXP048732,HH048732,11510,7356,4388,3773
EXP048733,HH048733,4727,2318,3675,5305
EXP048734,HH048734,6705,3932,1642,1973
EXP048735,HH048735,12862,747,848,4115
EXP048736,HH048736,4408,4302,829,1111
EXP048737,HH048737,3657,5545,2694,3123
EXP048738,HH048738,12949,7958,1727,5979
EXP048739,HH048739,10776,5796,4411,5702
EXP048740,HH048740,3882,2756,4328,4945
EXP048741,HH048741,12142,5481,2432,6526
EXP048742,HH048742,13659,5860,3595,1822
EXP048743,HH048743,12264,5616,1809,2942
EXP048744,HH048744,6941,40,3913,5128
EXP048745,HH048745,11753,4551,3171,6709
EXP048746,HH048746,4800,388,1078,5299
EXP048747,HH048747,12331,5916,4545,6919
EXP048748,HH048748,10384,4223,1981,3453
EXP048749,HH048749,3859,3840,959,710
EXP048750,HH048750,10166,1114,2122,1931
EXP048751,HH048751,4333,7975,672,5505
EXP048752,HH048752,12197,7952,1755,5223
EXP048753,HH048753,4918,7291,4367,1519
EXP048754,HH048754,8484,7081,4100,2843
EXP048755,HH048755,6249,2890,3940,1188
EXP048756,HH048756,10543,3373,2652,2917
EXP048757,HH048757,10044,4481,1492,6652
EXP048758,HH048758,7148,0,1894,2406
EXP048759,HH048759,9701,6396,899,604
EXP048760,HH048760,14191,5160,3470,1667
EXP048761,HH048761,7596,4727,1515,1915
EXP048762,HH048762,4312,1438,4528,4907
EXP048763,HH048763,14768,641,3823,1715
EXP048764,HH048764,9934,1632,4145,916
EXP048765,HH048765,5574,4638,3605,4938
EXP048766,HH048766,5776,6378,385,941
EXP048767,HH048767,11995,5864,159,5440
EXP048768,HH048768,6535,4642,1510,614
EXP048769,HH048769,11859,6541,3856,4678
EXP048770,HH048770,9445,1867,1770,511
EXP048771,HH048771,10645,5429,1946,6114
EXP048772,HH048772,9567,1917,3176,5675
EXP048773,HH048773,5530,2480,1496,3787
EXP048774,HH048774,11054,2095,913,1025
EXP048775,HH048775,8836,5226,89,4997
EXP048776,HH048776,6539,5803,1062,5330
EXP048777,HH048777,8018,7112,4702,1228
EXP048778,HH048778,9818,5447,2582,3342
EXP048779,HH048779,8795,3430,4374,6517
EXP048780,HH048780,7341,962,1063,2446
EXP048781,HH048781,10134,146,955,2547
EXP048782,HH048782,10933,5697,214,832
EXP048783,HH048783,3115,3268,787,4603
EXP048784,HH048784,4085,1085,1648,6002
EXP048785,HH048785,13156,3855,2046,2783
EXP048786,HH048786,13285,1167,1109,4624
EXP048787,HH048787,11307,90,837,2027
EXP048788,HH048788,9882,226,3218,4238
EXP048789,HH048789,4372,1417,2849,3437
EXP048790,HH048790,6963,3069,189,1680
EXP048791,HH048791,9174,7418,3756,6903
EXP048792,HH048792,12509,7584,769,6468
EXP048793,HH048793,14969,4357,675,5124
EXP048794,HH048794,11597,5841,2297,636
EXP048795,HH048795,12252,3375,4498,4583
EXP048796,HH048796,6662,6826,3838,1869
EXP048797,HH048797,12716,5965,2471,1630
EXP048798,HH048798,6374,1550,4656,3366
EXP048799,HH048799,5061,5304,266,1730
EXP048800,HH048800,9120,2806,4145,3946
EXP048801,HH048801,2897,4978,749,4052
EXP048802,HH048802,10238,6455,926,2831
EXP048803,HH048803,8531,2441,4864,6872
EXP048804,HH048804,8945,1296,1661,3000
EXP048805,HH048805,3678,6152,1453,803
EXP048806,HH048806,13069,5861,3557,2033
EXP048807,HH048807,3897,987,1852,1435
EXP048808,HH048808,11798,2452,536,6553
EXP048809,HH048809,7183,7332,139,2998
EXP048810,HH048810,7578,4296,2995,583
EXP048811,HH048811,14502,1633,4279,6202
EXP048812,HH048812,14013,3065,1973,2587
EXP048813,HH048813,12707,2658,2548,5748
EXP048814,HH048814,9747,256,2788,3444
EXP048815,HH048815,2211,1833,3718,6478
EXP048816,HH048816,4170,2781,2399,3812
EXP048817,HH048817,12166,1468,3346,6581
EXP048818,HH048818,4396,5039,4520,5202
EXP048819,HH048819,14172,7100,98,6521
EXP048820,HH048820,14238,4863,4794,5782
EXP048821,HH048821,10925,3865,3572,6896
EXP048822,HH048822,13089,4044,3954,5456
EXP048823,HH048823,3585,2349,4099,4437
EXP048824,HH048824,4701,3203,3029,6477
EXP048825,HH048825,13081,5675,169,3048
EXP048826,HH048826,14858,2416,4927,1705
EXP048827,HH048827,2447,1040,4040,3559
EXP048828,HH048828,10406,6390,1435,6064
EXP048829,HH048829,5840,19,2056,1090
EXP048830,HH048830,14047,4153,2344,1217
EXP048831,HH048831,13900,5766,2856,5955
EXP048832,HH048832,8793,3199,3371,2433
EXP048833,HH048833,10344,5710,3382,4762
EXP048834,HH048834,2508,4756,4259,5510
EXP048835,HH048835,7795,1174,1025,4053
EXP048836,HH048836,5043,6670,2261,5136
EXP048837,HH048837,4384,5652,1284,5591
EXP048838,HH048838,3156,7520,1758,6749
EXP048839,HH048839,11281,2864,2376,2130
EXP048840,HH048840,7531,1586,4411,4144
EXP048841,HH048841,13344,7919,1467,3672
EXP048842,HH048842,11187,3854,4968,4027
EXP048843,HH048843,5647,6496,2480,6562
EXP048844,HH048844,9750,5917,1359,3236
EXP048845,HH048845,3244,6075,1911,4726
EXP048846,HH048846,9680,4921,217,6913
EXP048847,HH048847,6651,2433,1854,1356
EXP048848,HH048848,10191,4284,3463,1937
EXP048849,HH048849,10513,4323,124,3266
EXP048850,HH048850,12461,4966,4188,3140
EXP048851,HH048851,5295,5149,1342,4179
EXP048852,HH048852,4528,5303,2162,4420
EXP048853,HH048853,7561,5939,2313,5046
EXP048854,HH048854,4282,7750,3886,4344
EXP048855,HH048855,4461,4875,3596,1340
EXP048856,HH048856,13319,6664,4111,1208
EXP048857,HH048857,5505,271,4611,5153
EXP048858,HH048858,3884,113,96,6681
EXP048859,HH048859,10402,2588,2077,4323
EXP048860,HH048860,6256,7843,935,906
EXP048861,HH048861,12563,7881,2780,2235
EXP048862,HH048862,3187,6182,575,6269
EXP048863,HH048863,13100,4623,2439,5698
EXP048864,HH048864,8976,5870,3639,6931
EXP048865,HH048865,8976,352,3695,1662
EXP048866,HH048866,8171,7723,3331,6001
EXP048867,HH048867,3007,694,2865,5266
EXP048868,HH048868,4681,7745,3192,6168
EXP048869,HH048869,8155,1743,4343,1268
EXP048870,HH048870,12859,1915,1730,5751
EXP048871,HH048871,3524,6167,3341,3025
EXP048872,HH048872,5977,1754,1713,2575
EXP048873,HH048873,14195,2814,1910,5078
EXP048874,HH048874,14787,6157,2802,2983
EXP048875,HH048875,3349,5988,3872,5586
EXP048876,HH048876,7126,2946,127,3236
EXP048877,HH048877,13667,2297,2105,4083
EXP048878,HH048878,5430,5985,2772,1986
EXP048879,HH048879,12025,264,3105,4365
EXP048880,HH048880,10276,769,599,3683
EXP048881,HH048881,4634,1666,4797,650
EXP048882,HH048882,8210,7359,1720,1887
EXP048883,HH048883,6929,5627,590,2375
EXP048884,HH048884,10116,5066,814,1268
EXP048885,HH048885,13323,5648,673,3968
EXP048886,HH048886,5176,2267,1345,1845
EXP048887,HH048887,12548,2023,1674,5569
EXP048888,HH048888,12343,1555,3756,4046
EXP048889,HH048889,4175,3701,791,601
EXP048890,HH048890,6967,7163,932,2965
EXP048891,HH048891,2019,6230,3214,4190
EXP048892,HH048892,12162,2396,3543,2615
EXP048893,HH048893,6727,3518,2760,2811
EXP048894,HH048894,5263,5269,2829,1763
EXP048895,HH048895,13863,1823,4575,5275
EXP048896,HH048896,13190,3075,3224,6799
EXP048897,HH048897,10907,1249,4706,1878
EXP048898,HH048898,4265,2230,2699,4300
EXP048899,HH048899,12424,2685,990,2630
EXP048900,HH048900,11141,37,492,2803
EXP048901,HH048901,9759,853,4943,5212
EXP048902,HH048902,4283,96,645,772
EXP048903,HH048903,8828,4371,4221,2115
EXP048904,HH048904,5405,3295,3742,5741
EXP048905,HH048905,8402,2597,3906,943
EXP048906,HH048906,13379,1816,4429,4564
EXP048907,HH048907,5157,5504,249,1464
EXP048908,HH048908,3503,2025,2844,5236
EXP048909,HH048909,2994,6231,793,4328
EXP048910,HH048910,4148,4063,3038,4713
EXP048911,HH048911,9055,2106,2076,5453
EXP048912,HH048912,10973,5902,1388,3066
EXP048913,HH048913,5942,7672,1207,3647
EXP048914,HH048914,5817,5345,4952,1533
EXP048915,HH048915,4886,3878,3327,4094
EXP048916,HH048916,9071,500,4890,4212
EXP048917,HH048917,11204,2036,3546,5191
EXP048918,HH048918,4862,773,4793,3595
EXP048919,HH048919,10102,3980,2409,4950
EXP048920,HH048920,3107,1694,4831,1814
EXP048921,HH048921,3800,5719,1720,5676
EXP048922,HH048922,2926,1811,1115,4119
EXP048923,HH048923,3383,5185,835,4897
EXP048924,HH048924,7590,3402,2804,5369
EXP048925,HH048925,12878,6633,3410,2261
EXP048926,HH048926,13902,3022,3743,6305
EXP048927,HH048927,3862,6726,1530,2347
EXP048928,HH048928,13162,6824,3079,1867
EXP048929,HH048929,9973,3493,779,4736
EXP048930,HH048930,5289,7555,3284,862
EXP048931,HH048931,2575,4055,2758,5488
EXP048932,HH048932,13736,6679,4334,2353
EXP048933,HH048933,9364,4317,780,2495
EXP048934,HH048934,2501,6248,1354,2777
EXP048935,HH048935,4336,44,85,3433
EXP048936,HH048936,14344,1222,3403,5835
EXP048937,HH048937,8852,7354,1700,5117
EXP048938,HH048938,8039,6807,4686,5505
EXP048939,HH048939,8379,4470,4847,4259
EXP048940,HH048940,11171,7069,3205,4129
EXP048941,HH048941,9896,5627,1163,747
EXP048942,HH048942,2595,3064,2940,3863
EXP048943,HH048943,11997,4751,2312,4474
EXP048944,HH048944,12118,7678,4559,3453
EXP048945,HH048945,3553,7780,1966,1908
EXP048946,HH048946,9757,1720,1711,1407
EXP048947,HH048947,10342,1776,4884,5886
EXP048948,HH048948,7699,5957,3170,1912
EXP048949,HH048949,12810,6000,2286,6554
EXP048950,HH048950,12520,2532,1996,5712
EXP048951,HH048951,7637,1141,3775,830
EXP048952,HH048952,8810,4672,814,3393
EXP048953,HH048953,5112,1430,1911,1980
EXP048954,HH048954,14170,6355,79,5246
EXP048955,HH048955,10782,2571,410,1043
EXP048956,HH048956,7336,3258,2757,6353
EXP048957,HH048957,9020,384,4588,6107
EXP048958,HH048958,9162,7368,4402,3038
EXP048959,HH048959,9105,5880,1517,615
EXP048960,HH048960,7895,8,285,5618
EXP048961,HH048961,13490,6684,2621,2748
EXP048962,HH048962,14569,5865,2613,2112
EXP048963,HH048963,3653,6185,1343,3770
EXP048964,HH048964,8066,7061,1188,1239
EXP048965,HH048965,2954,5067,4353,4777
EXP048966,HH048966,6768,627,3528,6631
EXP048967,HH048967,2866,95,3367,747
EXP048968,HH048968,3429,4724,2176,1344
EXP048969,HH048969,3383,5389,91,4852
EXP048970,HH048970,2565,104,4149,4633
EXP048971,HH048971,11465,301,3280,1645
EXP048972,HH048972,10429,1061,1511,2170
EXP048973,HH048973,11932,5554,2864,1974
EXP048974,HH048974,2084,6700,1799,2015
EXP048975,HH048975,3372,6462,3930,1975
EXP048976,HH048976,3863,3803,1149,2172
EXP048977,HH048977,9690,4784,3053,3193
EXP048978,HH048978,3358,753,1557,4156
EXP048979,HH048979,5930,7338,3462,4081
EXP048980,HH048980,12451,1938,483,5043
EXP048981,HH048981,11881,6830,2228,4044
EXP048982,HH048982,12708,7555,4779,3511
EXP048983,HH048983,10138,5334,1328,6469
EXP048984,HH048984,9827,533,3373,2340
EXP048985,HH048985,4610,4809,3475,4796
EXP048986,HH048986,11822,4968,4925,3846
EXP048987,HH048987,4473,6861,4373,1322
EXP048988,HH048988,8065,333,1230,2549
EXP048989,HH048989,7379,6257,3782,4240
EXP048990,HH048990,10762,6017,3676,2028
EXP048991,HH048991,6922,2646,1168,2401
EXP048992,HH048992,7803,691,4091,1599
