income_id,household_id,monthly_income,income_source
INC045471,HH045471,24537,Daily Wage
INC045472,HH045472,42583,Business
INC045473,HH045473,108904,Salary
INC045474,HH045474,82907,Daily Wage
INC045475,HH045475,50824,Agriculture
INC045476,HH045476,86571,Daily Wage
INC045477,HH045477,110291,Business
INC045478,HH045478,89346,Daily Wage
INC045479,HH045479,111228,Business
INC045480,HH045480,83660,Business
INC045481,HH045481,48904,Daily Wage
INC045482,HH045482,41570,Business
INC045483,HH045483,90702,Salary
INC045484,HH045484,96725,Agriculture
INC045485,HH045485,94132,Daily Wage
INC045486,HH045486,105283,Agriculture
INC045487,HH045487,104995,Daily Wage
INC045488,HH045488,30528,Business
INC045489,HH045489,30416,Business
INC045490,HH045490,115951,Business
INC045491,HH045491,96544,Daily Wage
INC045492,HH045492,91440,Business
INC045493,HH045493,71324,Agriculture
INC045494,HH045494,33346,Agriculture
INC045495,HH045495,111718,Agriculture
INC045496,HH045496,59893,Salary
INC045497,HH045497,62536,Agriculture
INC045498,HH045498,24516,Salary
INC045499,HH045499,95047,Daily Wage
INC045500,HH045500,75505,Salary
INC045501,HH045501,28222,Salary
INC045502,HH045502,38578,Daily Wage
INC045503,HH045503,105290,Salary
INC045504,HH045504,79841,Salary
INC045505,HH045505,83780,Daily Wage
INC045506,HH045506,86964,Salary
INC045507,HH045507,68673,Daily Wage
INC045508,HH045508,89974,Business
INC045509,HH045509,47743,Business
INC045510,HH045510,57737,Daily Wage
INC045511,HH045511,68368,Business
INC045512,HH045512,114393,Salary
INC045513,HH045513,99831,Business
INC045514,HH045514,107479,Salary
INC045515,HH045515,24785,Business
INC045516,HH045516,79953,Salary
INC045517,HH045517,58415,Salary
INC045518,HH045518,54414,Daily Wage
INC045519,HH045519,114551,Business
INC045520,HH045520,17444,Business
INC045521,HH045521,77684,Daily Wage
INC045522,HH045522,38498,Salary
INC045523,HH045523,83135,Agriculture
INC045524,HH045524,95364,Salary
INC045525,HH045525,14436,Salary
INC045526,HH045526,44384,Daily Wage
INC045527,HH045527,117244,Agriculture
INC045528,HH045528,108854,Agriculture
INC045529,HH045529,114030,Daily Wage
INC045530,HH045530,118005,Salary
INC045531,HH045531,103206,Daily Wage
INC045532,HH045532,114620,Business
INC045533,HH045533,18609,Daily Wage
INC045534,HH045534,23224,Salary
INC045535,HH045535,51762,Daily Wage
INC045536,HH045536,102168,Agriculture
INC045537,HH045537,58554,Agriculture
INC045538,HH045538,118449,Agriculture
INC045539,HH045539,43179,Daily Wage
INC045540,HH045540,20125,Salary
INC045541,HH045541,100634,Business
INC045542,HH045542,92376,Agriculture
INC045543,HH045543,119325,Salary
INC045544,HH045544,105989,Salary
INC045545,HH045545,110502,Agriculture
INC045546,HH045546,16776,Salary
INC045547,HH045547,73540,Salary
INC045548,HH045548,83043,Daily Wage
INC045549,HH045549,42582,Daily Wage
INC045550,HH045550,44958,Business
INC045551,HH045551,32493,Salary
INC045552,HH045552,115062,Business
INC045553,HH045553,105848,Business
INC045554,HH045554,26309,Business
INC045555,HH045555,15473,Business
INC045556,HH045556,79686,Business
INC045557,HH045557,60373,Business
INC045558,HH045558,40745,Agriculture
INC045559,HH045559,24751,Business
INC045560,HH045560,17242,Daily Wage
INC045561,HH045561,115022,Business
INC045562,HH045562,80291,Agriculture
INC045563,HH045563,23682,Agriculture
INC045564,HH045564,20190,Agriculture
INC045565,HH045565,14733,Daily Wage
INC045566,HH045566,68146,Business
INC045567,HH045567,67328,Agriculture
INC045568,HH045568,9430,Agriculture
INC045569,HH045569,33329,Daily Wage
INC045570,HH045570,14932,Daily Wage
INC045571,HH045571,13118,Agriculture
INC045572,HH045572,69903,Salary
INC045573,HH045573,105337,Salary
INC045574,HH045574,77716,Business
INC045575,HH045575,68187,Agriculture
INC045576,HH045576,92270,Business
INC045577,HH045577,105168,Agriculture
INC045578,HH045578,43331,Daily Wage
INC045579,HH045579,50082,Agriculture
INC045580,HH045580,115291,Agriculture
INC045581,HH045581,50301,Business
INC045582,HH045582,78974,Salary
INC045583,HH045583,117014,Daily Wage
INC045584,HH045584,14422,Daily Wage
INC045585,HH045585,50941,Agriculture
INC045586,HH045586,76102,Agriculture
INC045587,HH045587,20788,Business
INC045588,HH045588,27307,Business
INC045589,HH045589,110571,Daily Wage
INC045590,HH045590,45208,Salary
INC045591,HH045591,84252,Agriculture
INC045592,HH045592,69482,Daily Wage
INC045593,HH045593,52195,Business
INC045594,HH045594,64636,Agriculture
INC045595,HH045595,85399,Agriculture
INC045596,HH045596,94993,Salary
INC045597,HH045597,79250,Agriculture
INC045598,HH045598,56798,Salary
INC045599,HH045599,85703,Agriculture
INC045600,HH045600,15017,Daily Wage
INC045601,HH045601,17982,Salary
INC045602,HH045602,11776,Salary
INC045603,HH045603,13534,Business
INC045604,HH045604,95572,Agriculture
INC045605,HH045605,61168,Business
INC045606,HH045606,23044,Salary
INC045607,HH045607,42419,Daily Wage
INC045608,HH045608,47243,Salary
INC045609,HH045609,63505,Daily Wage
INC045610,HH045610,24038,Daily Wage
INC045611,HH045611,15903,Salary
INC045612,HH045612,26578,Salary
INC045613,HH045613,109203,Salary
INC045614,HH045614,59223,Business
INC045615,HH045615,29322,Salary
INC045616,HH045616,81224,Daily Wage
INC045617,HH045617,21499,Daily Wage
INC045618,HH045618,15277,Agriculture
INC045619,HH045619,53830,Business
INC045620,HH045620,118058,Daily Wage
INC045621,HH045621,40466,Business
INC045622,HH045622,41107,Daily Wage
INC045623,HH045623,102342,Salary
INC045624,HH045624,33099,Agriculture
INC045625,HH045625,107778,Daily Wage
INC045626,HH045626,66903,Agriculture
INC045627,HH045627,117048,Agriculture
INC045628,HH045628,97800,Daily Wage
INC045629,HH045629,96905,Daily Wage
INC045630,HH045630,96484,Salary
INC045631,HH045631,44578,Daily Wage
INC045632,HH045632,15007,Business
INC045633,HH045633,29041,Salary
INC045634,HH045634,26299,Daily Wage
INC045635,HH045635,57054,Agriculture
INC045636,HH045636,40449,Daily Wage
INC045637,HH045637,10632,Agriculture
INC045638,HH045638,25099,Salary
INC045639,HH045639,118354,Daily Wage
INC045640,HH045640,107585,Business
INC045641,HH045641,57100,Daily Wage
INC045642,HH045642,12605,Daily Wage
INC045643,HH045643,87634,Agriculture
INC045644,HH045644,84170,Business
INC045645,HH045645,101911,Agriculture
INC045646,HH045646,78615,Agriculture
INC045647,HH045647,74835,Agriculture
INC045648,HH045648,98501,Salary
INC045649,HH045649,83349,Salary
INC045650,HH045650,113967,Daily Wage
INC045651,HH045651,53619,Agriculture
INC045652,HH045652,86197,Salary
INC045653,HH045653,94031,Business
INC045654,HH045654,65461,Salary
INC045655,HH045655,31589,Agriculture
INC045656,HH045656,23688,Salary
INC045657,HH045657,70463,Daily Wage
INC045658,HH045658,68419,Agriculture
INC045659,HH045659,50967,Agriculture
INC045660,HH045660,82328,Salary
INC045661,HH045661,101185,Agriculture
INC045662,HH045662,68212,Business
INC045663,HH045663,64553,Business
INC045664,HH045664,47281,Agriculture
INC045665,HH045665,97419,Business
INC045666,HH045666,42525,Business
INC045667,HH045667,19267,Salary
INC045668,HH045668,9305,Business
INC045669,HH045669,110507,Agriculture
INC045670,HH045670,38874,Salary
INC045671,HH045671,29407,Agriculture
INC045672,HH045672,18762,Salary
INC045673,HH045673,45155,Salary
INC045674,HH045674,76524,Salary
INC045675,HH045675,20930,Daily Wage
INC045676,HH045676,101470,Daily Wage
INC045677,HH045677,17281,Daily Wage
INC045678,HH045678,104785,Salary
INC045679,HH045679,106635,Business
INC045680,HH045680,36590,Agriculture
INC045681,HH045681,65774,Agriculture
INC045682,HH045682,28125,Business
INC045683,HH045683,83515,Salary
INC045684,HH045684,49851,Salary
INC045685,HH045685,37730,Daily Wage
INC045686,HH045686,50894,Salary
INC045687,HH045687,18974,Agriculture
INC045688,HH045688,62112,Business
INC045689,HH045689,34323,Daily Wage
INC045690,HH045690,28115,Daily Wage
INC045691,HH045691,68162,Daily Wage
INC045692,HH045692,91972,Daily Wage
INC045693,HH045693,57210,Daily Wage
INC045694,HH045694,43644,Daily Wage
INC045695,HH045695,113129,Daily Wage
INC045696,HH045696,118471,Salary
INC045697,HH045697,33335,Business
INC045698,HH045698,55698,Salary
INC045699,HH045699,59444,Agriculture
INC045700,HH045700,65320,Business
INC045701,HH045701,10792,Salary
INC045702,HH045702,110097,Agriculture
INC045703,HH045703,117516,Business
INC045704,HH045704,77218,Salary
INC045705,HH045705,97294,Salary
INC045706,HH045706,108713,Daily Wage
INC045707,HH045707,101786,Salary
INC045708,HH045708,78048,Agriculture
INC045709,HH045709,31820,Daily Wage
INC045710,HH045710,119639,Agriculture
INC045711,HH045711,15326,Business
INC045712,HH045712,107027,Agriculture
INC045713,HH045713,96549,Agriculture
INC045714,HH045714,98878,Business
INC045715,HH045715,31109,Agriculture
INC045716,HH045716,70976,Daily Wage
INC045717,HH045717,94396,Agriculture
INC045718,HH045718,48285,Daily Wage
INC045719,HH045719,72684,Business
INC045720,HH045720,62088,Salary
INC045721,HH045721,30377,Agriculture
INC045722,HH045722,98280,Salary
INC045723,HH045723,73648,Daily Wage
INC045724,HH045724,72635,Agriculture
INC045725,HH045725,55142,Daily Wage
INC045726,HH045726,31548,Business
INC045727,HH045727,29889,Salary
INC045728,HH045728,79613,Agriculture
INC045729,HH045729,67465,Daily Wage
INC045730,HH045730,54040,Business
INC045731,HH045731,58341,Agriculture
INC045732,HH045732,114083,Salary
INC045733,HH045733,8896,Daily Wage
INC045734,HH045734,51440,Daily Wage
INC045735,HH045735,40557,Business
INC045736,HH045736,59056,Agriculture
INC045737,HH045737,100754,Salary
INC045738,HH045738,10484,Agriculture
INC045739,HH045739,53077,Agriculture
INC045740,HH045740,111467,Business
INC045741,HH045741,24464,Agriculture
INC045742,HH045742,20870,Agriculture
INC045743,HH045743,80043,Business
INC045744,HH045744,64561,Salary
INC045745,HH045745,106328,Daily Wage
INC045746,HH045746,33636,Business
INC045747,HH045747,24866,Business
INC045748,HH045748,23992,Business
INC045749,HH045749,35314,Salary
INC045750,HH045750,77029,Agriculture
INC045751,HH045751,58696,Business
INC045752,HH045752,76478,Business
INC045753,HH045753,31520,Business
INC045754,HH045754,15039,Agriculture
INC045755,HH045755,21446,Business
INC045756,HH045756,76671,Business
INC045757,HH045757,96119,Agriculture
INC045758,HH045758,73089,Daily Wage
INC045759,HH045759,75640,Business
INC045760,HH045760,44298,Daily Wage
INC045761,HH045761,81315,Daily Wage
INC045762,HH045762,11625,Business
INC045763,HH045763,39646,Business
INC045764,HH045764,41595,Daily Wage
INC045765,HH045765,115517,Daily Wage
INC045766,HH045766,14579,Business
INC045767,HH045767,89585,Daily Wage
INC045768,HH045768,56653,Daily Wage
INC045769,HH045769,60699,Daily Wage
INC045770,HH045770,117445,Daily Wage
INC045771,HH045771,17018,Business
INC045772,HH045772,95730,Business
INC045773,HH045773,111463,Agriculture
INC045774,HH045774,95569,Agriculture
INC045775,HH045775,117455,Salary
INC045776,HH045776,97923,Business
INC045777,HH045777,86225,Agriculture
INC045778,HH045778,63622,Business
INC045779,HH045779,70718,Business
INC045780,HH045780,23090,Business
INC045781,HH045781,27412,Daily Wage
INC045782,HH045782,96180,Agriculture
INC045783,HH045783,96318,Daily Wage
INC045784,HH045784,14482,Salary
INC045785,HH045785,82641,Agriculture
INC045786,HH045786,88493,Agriculture
INC045787,HH045787,18325,Agriculture
INC045788,HH045788,27405,Business
INC045789,HH045789,58893,Salary
INC045790,HH045790,100458,Salary
INC045791,HH045791,95364,Business
INC045792,HH045792,72309,Agriculture
INC045793,HH045793,91986,Business
INC045794,HH045794,10719,Business
INC045795,HH045795,34406,Business
INC045796,HH045796,47081,Salary
INC045797,HH045797,112245,Business
INC045798,HH045798,85861,Salary
INC045799,HH045799,92176,Agriculture
INC045800,HH045800,19278,Salary
INC045801,HH045801,86789,Salary
INC045802,HH045802,86642,Salary
INC045803,HH045803,58261,Salary
INC045804,HH045804,38531,Agriculture
INC045805,HH045805,92019,Agriculture
INC045806,HH045806,75824,Business
INC045807,HH045807,80405,Salary
INC045808,HH045808,19243,Agriculture
INC045809,HH045809,101072,Daily Wage
INC045810,HH045810,108122,Agriculture
INC045811,HH045811,35793,Salary
INC045812,HH045812,49939,Business
INC045813,HH045813,76556,Business
INC045814,HH045814,40200,Salary
INC045815,HH045815,17205,Salary
INC045816,HH045816,90677,Business
INC045817,HH045817,62654,Daily Wage
INC045818,HH045818,75597,Agriculture
INC045819,HH045819,20680,Salary
INC045820,HH045820,48345,Business
INC045821,HH045821,109301,Salary
INC045822,HH045822,78056,Daily Wage
INC045823,HH045823,100647,Agriculture
INC045824,HH045824,94806,Daily Wage
INC045825,HH045825,38587,Salary
INC045826,HH045826,56928,Business
INC045827,HH045827,12220,Daily Wage
INC045828,HH045828,60595,Salary
INC045829,HH045829,60559,Salary
INC045830,HH045830,64599,Daily Wage
INC045831,HH045831,72509,Daily Wage
INC045832,HH045832,99603,Business
INC045833,HH045833,20255,Business
INC045834,HH045834,58553,Agriculture
INC045835,HH045835,108122,Daily Wage
INC045836,HH045836,73838,Agriculture
INC045837,HH045837,15354,Daily Wage
INC045838,HH045838,114463,Business
INC045839,HH045839,105070,Business
INC045840,HH045840,26324,Agriculture
INC045841,HH045841,113248,Daily Wage
INC045842,HH045842,95791,Daily Wage
INC045843,HH045843,85216,Daily Wage
INC045844,HH045844,12761,Business
INC045845,HH045845,49710,Daily Wage
INC045846,HH045846,45878,Agriculture
INC045847,HH045847,68482,Salary
INC045848,HH045848,109224,Business
INC045849,HH045849,56608,Agriculture
INC045850,HH045850,87226,Business
INC045851,HH045851,74039,Business
INC045852,HH045852,67431,Agriculture
INC045853,HH045853,69064,Daily Wage
INC045854,HH045854,51057,Salary
INC045855,HH045855,20682,Business
INC045856,HH045856,94163,Daily Wage
INC045857,HH045857,119031,Salary
INC045858,HH045858,83553,Salary
INC045859,HH045859,44519,Business
INC045860,HH045860,96184,Salary
INC045861,HH045861,60370,Agriculture
INC045862,HH045862,88865,Agriculture
INC045863,HH045863,66688,Business
INC045864,HH045864,46854,Business
INC045865,HH045865,31459,Agriculture
INC045866,HH045866,41808,Business
INC045867,HH045867,56385,Agriculture
INC045868,HH045868,29078,Daily Wage
INC045869,HH045869,92365,Salary
INC045870,HH045870,119799,Agriculture
INC045871,HH045871,112365,Daily Wage
INC045872,HH045872,119626,Salary
INC045873,HH045873,30909,Daily Wage
INC045874,HH045874,45704,Daily Wage
INC045875,HH045875,57174,Salary
INC045876,HH045876,99707,Daily Wage
INC045877,HH045877,66484,Agriculture
INC045878,HH045878,36967,Daily Wage
INC045879,HH045879,37593,Daily Wage
INC045880,HH045880,43617,Agriculture
INC045881,HH045881,118271,Salary
INC045882,HH045882,76334,Business
INC045883,HH045883,59094,Agriculture
INC045884,HH045884,29747,Salary
INC045885,HH045885,47631,Agriculture
INC045886,HH045886,76041,Salary
INC045887,HH045887,39924,Business
INC045888,HH045888,49376,Daily Wage
INC045889,HH045889,106029,Agriculture
INC045890,HH045890,96164,Daily Wage
INC045891,HH045891,66130,Salary
INC045892,HH045892,20613,Business
INC045893,HH045893,116421,Business
INC045894,HH045894,47926,Daily Wage
INC045895,HH045895,53125,Agriculture
INC045896,HH045896,63665,Business
INC045897,HH045897,48099,Salary
INC045898,HH045898,71248,Daily Wage
INC045899,HH045899,19516,Business
INC045900,HH045900,49545,Agriculture
INC045901,HH045901,43710,Salary
INC045902,HH045902,41543,Agriculture
INC045903,HH045903,87898,Agriculture
INC045904,HH045904,39398,Daily Wage
INC045905,HH045905,99267,Agriculture
INC045906,HH045906,65780,Business
INC045907,HH045907,72521,Salary
INC045908,HH045908,68654,Business
INC045909,HH045909,82463,Agriculture
INC045910,HH045910,11258,Daily Wage
INC045911,HH045911,58784,Agriculture
INC045912,HH045912,88617,Agriculture
INC045913,HH045913,26480,Agriculture
INC045914,HH045914,14026,Agriculture
INC045915,HH045915,40354,Daily Wage
INC045916,HH045916,24324,Agriculture
INC045917,HH045917,108368,Salary
INC045918,HH045918,104772,Salary
INC045919,HH045919,71197,Salary
INC045920,HH045920,17836,Daily Wage
INC045921,HH045921,16678,Daily Wage
INC045922,HH045922,22923,Daily Wage
INC045923,HH045923,67183,Agriculture
INC045924,HH045924,40970,Agriculture
INC045925,HH045925,43317,Salary
INC045926,HH045926,25639,Business
INC045927,HH045927,113388,Daily Wage
INC045928,HH045928,80621,Salary
INC045929,HH045929,106675,Agriculture
INC045930,HH045930,65287,Salary
INC045931,HH045931,102953,Daily Wage
INC045932,HH045932,91925,Agriculture
INC045933,HH045933,56590,Agriculture
INC045934,HH045934,107741,Daily Wage
INC045935,HH045935,48365,Agriculture
INC045936,HH045936,59370,Salary
INC045937,HH045937,114297,Agriculture
INC045938,HH045938,10453,Salary
INC045939,HH045939,85290,Daily Wage
INC045940,HH045940,84858,Salary
INC045941,HH045941,15125,Salary
INC045942,HH045942,53135,Daily Wage
INC045943,HH045943,52812,Daily Wage
INC045944,HH045944,93042,Daily Wage
INC045945,HH045945,77643,Daily Wage
INC045946,HH045946,69585,Salary
INC045947,HH045947,30995,Agriculture
INC045948,HH045948,71692,Salary
INC045949,HH045949,16641,Agriculture
INC045950,HH045950,51744,Salary
INC045951,HH045951,25723,Daily Wage
INC045952,HH045952,23588,Daily Wage
INC045953,HH045953,25994,Daily Wage
INC045954,HH045954,95717,Salary
INC045955,HH045955,36905,Business
INC045956,HH045956,88241,Agriculture
INC045957,HH045957,90113,Business
INC045958,HH045958,119372,Agriculture
INC045959,HH045959,110559,Agriculture
INC045960,HH045960,70530,Business
INC045961,HH045961,83205,Daily Wage
INC045962,HH045962,95138,Business
INC045963,HH045963,100202,Daily Wage
INC045964,HH045964,72220,Agriculture
INC045965,HH045965,83313,Agriculture
INC045966,HH045966,96686,Daily Wage
INC045967,HH045967,31712,Daily Wage
INC045968,HH045968,51809,Business
INC045969,HH045969,105742,Business
INC045970,HH045970,113278,Business
INC045971,HH045971,95410,Agriculture
INC045972,HH045972,74057,Agriculture
INC045973,HH045973,16819,Business
INC045974,HH045974,81923,Agriculture
INC045975,HH045975,33130,Salary
INC045976,HH045976,112355,Business
INC045977,HH045977,59892,Agriculture
INC045978,HH045978,74458,Agriculture
INC045979,HH045979,73019,Business
INC045980,HH045980,54960,Salary
INC045981,HH045981,39442,Daily Wage
INC045982,HH045982,10200,Agriculture
INC045983,HH045983,58708,Salary
INC045984,HH045984,54239,Business
INC045985,HH045985,49837,Daily Wage
INC045986,HH045986,115141,Agriculture
INC045987,HH045987,8103,Agriculture
INC045988,HH045988,98991,Business
INC045989,HH045989,25581,Daily Wage
INC045990,HH045990,111655,Agriculture
INC045991,HH045991,115579,Daily Wage
INC045992,HH045992,36895,Daily Wage
INC045993,HH045993,49901,Agriculture
INC045994,HH045994,77912,Business
INC045995,HH045995,88212,Daily Wage
INC045996,HH045996,72685,Business
INC045997,HH045997,28729,Business
INC045998,HH045998,59233,Salary
INC045999,HH045999,67627,Daily Wage
INC046000,HH046000,41053,Salary
INC046001,HH046001,84897,Business
INC046002,HH046002,78680,Salary
INC046003,HH046003,51508,Agriculture
INC046004,HH046004,106545,Business
INC046005,HH046005,64719,Salary
INC046006,HH046006,49595,Business
INC046007,HH046007,18609,Business
INC046008,HH046008,44282,Agriculture
INC046009,HH046009,81194,Daily Wage
INC046010,HH046010,12456,Agriculture
INC046011,HH046011,115523,Salary
INC046012,HH046012,95241,Business
INC046013,HH046013,90281,Salary
INC046014,HH046014,77015,Salary
INC046015,HH046015,27275,Daily Wage
INC046016,HH046016,42753,Agriculture
INC046017,HH046017,21296,Business
INC046018,HH046018,38556,Agriculture
INC046019,HH046019,86169,Business
INC046020,HH046020,8535,Daily Wage
INC046021,HH046021,33017,Agriculture
INC046022,HH046022,30222,Salary
INC046023,HH046023,80404,Daily Wage
INC046024,HH046024,53900,Business
INC046025,HH046025,17231,Business
INC046026,HH046026,52983,Daily Wage
INC046027,HH046027,60795,Daily Wage
INC046028,HH046028,60785,Business
INC046029,HH046029,79916,Daily Wage
INC046030,HH046030,31320,Business
INC046031,HH046031,95601,Daily Wage
INC046032,HH046032,82635,Daily Wage
INC046033,HH046033,43323,Business
INC046034,HH046034,39653,Daily Wage
INC046035,HH046035,22645,Business
INC046036,HH046036,59590,Daily Wage
INC046037,HH046037,65319,Salary
INC046038,HH046038,77634,Agriculture
INC046039,HH046039,10033,Daily Wage
INC046040,HH046040,14229,Salary
INC046041,HH046041,64142,Agriculture
INC046042,HH046042,38386,Business
INC046043,HH046043,114429,Agriculture
INC046044,HH046044,58659,Agriculture
INC046045,HH046045,118920,Agriculture
INC046046,HH046046,107598,Daily Wage
INC046047,HH046047,48318,Business
INC046048,HH046048,110796,Business
INC046049,HH046049,98003,Business
INC046050,HH046050,119928,Business
INC046051,HH046051,33786,Business
INC046052,HH046052,23949,Business
INC046053,HH046053,117333,Salary
INC046054,HH046054,19703,Salary
INC046055,HH046055,29462,Salary
INC046056,HH046056,78046,Business
INC046057,HH046057,99610,Business
INC046058,HH046058,79167,Daily Wage
INC046059,HH046059,110008,Daily Wage
INC046060,HH046060,29590,Daily Wage
INC046061,HH046061,19815,Salary
INC046062,HH046062,91039,Business
INC046063,HH046063,62406,Agriculture
INC046064,HH046064,77638,Salary
INC046065,HH046065,56237,Agriculture
INC046066,HH046066,115814,Business
INC046067,HH046067,79310,Salary
INC046068,HH046068,79935,Business
INC046069,HH046069,47824,Salary
INC046070,HH046070,89567,Business
INC046071,HH046071,62366,Agriculture
INC046072,HH046072,42685,Agriculture
INC046073,HH046073,25747,Daily Wage
INC046074,HH046074,67105,Business
INC046075,HH046075,16862,Daily Wage
INC046076,HH046076,90970,Agriculture
INC046077,HH046077,110810,Daily Wage
INC046078,HH046078,103910,Daily Wage
INC046079,HH046079,85326,Agriculture
INC046080,HH046080,12594,Daily Wage
INC046081,HH046081,17261,Business
INC046082,HH046082,45533,Salary
INC046083,HH046083,80516,Business
INC046084,HH046084,90456,Daily Wage
INC046085,HH046085,112275,Daily Wage
INC046086,HH046086,95792,Agriculture
INC046087,HH046087,22351,Agriculture
INC046088,HH046088,42626,Salary
INC046089,HH046089,96721,Business
INC046090,HH046090,86208,Salary
INC046091,HH046091,17836,Agriculture
INC046092,HH046092,109897,Daily Wage
INC046093,HH046093,73298,Business
INC046094,HH046094,89194,Business
INC046095,HH046095,45279,Agriculture
INC046096,HH046096,13884,Business
INC046097,HH046097,51983,Agriculture
INC046098,HH046098,89744,Business
INC046099,HH046099,36609,Daily Wage
INC046100,HH046100,117072,Business
INC046101,HH046101,47372,Business
INC046102,HH046102,59085,Daily Wage
INC046103,HH046103,26465,Salary
INC046104,HH046104,34234,Daily Wage
INC046105,HH046105,48178,Salary
INC046106,HH046106,9813,Salary
INC046107,HH046107,24515,Salary
INC046108,HH046108,17714,Agriculture
INC046109,HH046109,29684,Salary
INC046110,HH046110,44682,Salary
INC046111,HH046111,48027,Salary
INC046112,HH046112,62064,Daily Wage
INC046113,HH046113,40315,Agriculture
INC046114,HH046114,33179,Salary
INC046115,HH046115,47336,Salary
INC046116,HH046116,111698,Agriculture
INC046117,HH046117,43902,Agriculture
INC046118,HH046118,39367,Business
INC046119,HH046119,49111,Daily Wage
INC046120,HH046120,105586,Salary
INC046121,HH046121,12385,Agriculture
INC046122,HH046122,101854,Daily Wage
INC046123,HH046123,18900,Business
INC046124,HH046124,95260,Salary
INC046125,HH046125,34065,Daily Wage
INC046126,HH046126,72215,Daily Wage
INC046127,HH046127,118342,Salary
INC046128,HH046128,112096,Agriculture
INC046129,HH046129,77370,Daily Wage
INC046130,HH046130,109349,Business
INC046131,HH046131,118339,Business
INC046132,HH046132,112577,Business
INC046133,HH046133,92286,Business
INC046134,HH046134,12942,Business
INC046135,HH046135,46505,Business
INC046136,HH046136,26374,Salary
INC046137,HH046137,57772,Daily Wage
INC046138,HH046138,27924,Business
INC046139,HH046139,38408,Business
INC046140,HH046140,105201,Business
INC046141,HH046141,9901,Agriculture
INC046142,HH046142,108548,Salary
INC046143,HH046143,97708,Agriculture
INC046144,HH046144,107728,Daily Wage
INC046145,HH046145,72673,Daily Wage
INC046146,HH046146,26474,Business
INC046147,HH046147,56709,Salary
INC046148,HH046148,98246,Salary
INC046149,HH046149,8251,Agriculture
INC046150,HH046150,97647,Daily Wage
INC046151,HH046151,70722,Agriculture
INC046152,HH046152,40458,Daily Wage
INC046153,HH046153,45270,Agriculture
INC046154,HH046154,37516,Business
INC046155,HH046155,12204,Agriculture
INC046156,HH046156,59747,Daily Wage
INC046157,HH046157,58980,Business
INC046158,HH046158,84664,Daily Wage
INC046159,HH046159,17076,Salary
INC046160,HH046160,115769,Agriculture
INC046161,HH046161,26639,Salary
INC046162,HH046162,84347,Daily Wage
INC046163,HH046163,27401,Daily Wage
INC046164,HH046164,101120,Daily Wage
INC046165,HH046165,66499,Salary
INC046166,HH046166,38514,Business
INC046167,HH046167,70053,Agriculture
INC046168,HH046168,24713,Business
INC046169,HH046169,104189,Agriculture
INC046170,HH046170,98518,Agriculture
INC046171,HH046171,12564,Daily Wage
INC046172,HH046172,80067,Business
INC046173,HH046173,27755,Salary
INC046174,HH046174,20554,Business
INC046175,HH046175,65382,Salary
INC046176,HH046176,38094,Salary
INC046177,HH046177,97890,Salary
INC046178,HH046178,51180,Business
INC046179,HH046179,22384,Business
INC046180,HH046180,53161,Business
INC046181,HH046181,61549,Salary
INC046182,HH046182,109493,Business
INC046183,HH046183,98739,Business
INC046184,HH046184,47150,Agriculture
INC046185,HH046185,108593,Salary
INC046186,HH046186,80242,Salary
INC046187,HH046187,117792,Salary
INC046188,HH046188,32833,Daily Wage
INC046189,HH046189,93717,Salary
INC046190,HH046190,44967,Agriculture
INC046191,HH046191,13824,Salary
INC046192,HH046192,15013,Salary
INC046193,HH046193,16118,Business
INC046194,HH046194,91813,Agriculture
INC046195,HH046195,10173,Salary
INC046196,HH046196,75921,Agriculture
INC046197,HH046197,22567,Daily Wage
INC046198,HH046198,117196,Agriculture
INC046199,HH046199,105094,Agriculture
INC046200,HH046200,117132,Business
INC046201,HH046201,56466,Agriculture
INC046202,HH046202,45638,Agriculture
INC046203,HH046203,83057,Business
INC046204,HH046204,67928,Business
INC046205,HH046205,40477,Agriculture
INC046206,HH046206,97332,Daily Wage
INC046207,HH046207,47437,Daily Wage
INC046208,HH046208,86503,Daily Wage
INC046209,HH046209,46538,Daily Wage
INC046210,HH046210,95015,Business
INC046211,HH046211,16337,Daily Wage
INC046212,HH046212,108430,Business
INC046213,HH046213,82797,Agriculture
INC046214,HH046214,44004,Salary
INC046215,HH046215,113344,Daily Wage
INC046216,HH046216,18968,Business
INC046217,HH046217,50603,Business
INC046218,HH046218,14861,Agriculture
INC046219,HH046219,102498,Agriculture
INC046220,HH046220,60139,Salary
INC046221,HH046221,45753,Agriculture
INC046222,HH046222,29322,Salary
INC046223,HH046223,38654,Business
INC046224,HH046224,64624,Business
INC046225,HH046225,37923,Agriculture
INC046226,HH046226,23133,Agriculture
INC046227,HH046227,45788,Agriculture
INC046228,HH046228,49853,Agriculture
INC046229,HH046229,53222,Agriculture
INC046230,HH046230,90250,Salary
INC046231,HH046231,36993,Agriculture
INC046232,HH046232,117655,Daily Wage
INC046233,HH046233,55941,Business
INC046234,HH046234,111320,Daily Wage
INC046235,HH046235,83494,Salary
INC046236,HH046236,88447,Agriculture
INC046237,HH046237,98210,Salary
INC046238,HH046238,84055,Salary
INC046239,HH046239,114395,Business
INC046240,HH046240,86950,Agriculture
INC046241,HH046241,71746,Agriculture
INC046242,HH046242,81138,Salary
INC046243,HH046243,62899,Daily Wage
INC046244,HH046244,25244,Salary
INC046245,HH046245,27870,Business
INC046246,HH046246,11374,Business
